Español;Aymara
Menstruación;phaxsi
Menstruación;ch’axmi
Menstruación;Phaxsi wila
Mensurar;tupuraña
menta;chachakuma
Mente;Amuyu
Mentecato;Ipi
Mentir;k’arisiña
Mentira;k’ari
mentiroso;k’ari
Mentiroso;k’arisiri
mentón;tiranqhaya
Mentón;änkha
Menudo;t’una
Mercado;Qhathu
Mercado / feria;Qhathu
mercado de animales;uywa qhathu
mercado de miniaturas tradicionales;alasita
mercado o puesto en el mercado;qhatu
Merecedor;waqini
Merendar;ququsiña
Merienda;Ququ
Mermar;Juk’araña
Merodear;muyupayaña
Mes;phaxsi
mes o luna;phaxsi
Mesa;tiwana
Mesa de figurillas de animales y productos hechos de plomo para un ritual a dioses tutelares;chiwchi
Mesa de piedra;parara
Mesar;Jik’iraña
Mesar;mithaña
mestizo;misti
Mesón;Tampu
Metal;qhuyala
metal;mitala
meteorito;antawalla
Meter;apantaña
Meter hacia adentro cosas como ropas y sogas;jujchintaña
Mezcla;ch’alu
Mezclar;ch’aluña
Mezclar;kitaña
Mezclar;jarqhaña
Mezclar cosas menudas o líquidos;kituña
Mezclar la paja o algo parecido con el barro para amasarlo y dar consistencia;yaruña
Mezquino;Q’awachi
Mezquino;q’apichu
Meñique;Sullka luk’ana
meñique;qallu luk’ana
Meñique;qallu
Meñique;sullka
Mi abuela tiene gal lina, gato, oveja, perro, vaca y chancho;khuchini wa
Mi cabeza me duele , me estoy curando. ¿Y tú cómo estás ? ¿Dónde estás yendo?;Kawkirus saraskta ?
Mi casa es amarillo;Utajax Q ’illuwa
Mi casa es de color plomo, ¿qué comida quieres?;Utajax uqi samiwa, kuna manq ’s munta?
Mi casa está a las orillas del río;Utajax jawir lakankiwa
Mi casa está en el cerro, es con piedras y el techo de paja;mujunasti jichhutawa
Mi costilla me duele, está roto;Jaraphi w usutu, p ’akitawa
Mi cump leaño es en el mes de diciembre;Urujax Jallu qallta phaxsinkiwa
Mi cumpleaño es en el mes de m ayo ¿y de ti her mana?;Urujax Llamayu phaxsinkiwa, jumansti kullaka ?
Mi cumpleaños es en diciembre;Urujax jallu qallta phaxsinkiwa
Mi cumpleaños es en diciembre . Tengo 30 años;maranitwa
Mi cumpleaños es en el mes de abril;Urujax qasiwi phaxsinkiwa
Mi cumpleaños es en el mes de agosto;Urujax llumpaqa phaxsinkiwa
Mi cumpleaños es en el mes de n oviembre, ¿y de vos ?;Urujax lapaqa phaxsinkiwa, jumansti ?
Mi cumpleaños es en el mes de noviembre ¿y el tuyo?;Nayan urujax lapaka phaxsinkiwa , jumansti ?
Mi cumpleaños es en febrero;Urujax anata phaxsinkiwa
Mi cumpleaños es en junio;Nayan urujax mara t'aqa ph axsinkiwa
Mi cumpleaños es en marzo;Urujax achuqa phaxsinkiwa
Mi cumpleaños es en septiembre ¿y de ti?;Urujax sata phaxsinkiwa, jumansti?
Mi estómago me duele;Purakaw usuta
Mi gato es amarillo con blanco;Phisijax q ’illumpi janq`umpi wa
Mi gato es blanco y negro;Phisijax janq’umpi, ch’iyarampiwa
Mi gato es de color blanco;Phisijax janq ’u saminiwa
Mi gato es de color blanco;Phisijax janq ’uwa
Mi gato es de color blanco y negro;Phisijax janq´umpi ch´iyarampiwa
Mi gato es na ranja y blanco hermana;Phisijax churimpi janq ’umpiwa kullaka
Mi gato está en mi casa;Phisijax utankiwa
Mi gato tiene 3 crías;Phisijax kimsa wawaniwa
Mi gato tiene dos años;Phisijax pä maraniwa
Mi hermana se casó antes, no está sola;Kullakajax nayra w jaqichas xi, janiw sapakiti
Mi hermana tiene 30 años;kullakajax kimsa tunka maraniwa
Mi hermano mayor se llama Macario;Jilir jilajax Macario satawa
Mi hermano mayor tiene 62 años ¿Y tu papá cuántos años tiene?;qawqha maranisa?
Mi hermano se llama Ramiro;Jilajan sutipax Ramiro wa
Mi hija mayor tiene 12 años. ¿ Tú tienes tías?;Jupax tunka payani maraniwa. Jumax ipanitati?
Mi hija mayor tiene 22 años;Jilir wawajax pä tunka payani maraniwa
Mi hijo pequeño tiene 8 años;Jisk'a wawajax kimsa qall q maraniwa
Mi hijo tiene 12 años;Yuqajax tunka payani maraniwa
Mi iré hermano/hermana;Sarxä jilata /kullaka
Mi lápiz ya es pequeño;Qillqañajax jisk’akixiwa
Mi madrina es de Cochabamba ¿y la tuya ?;Ichumamajax Cochabamba markatawa, jumansti ?
Mi madrina es de la ciudad de La Paz;Nayan ichumamaxa La Paz m arkatawa
Mi mam á es ama de casa;Mamajax utankiriwa
Mi mama es de Sucre;Mamajax Sucre markatawa
Mi mama tiene 4 hermanas;Mamajax pusi kullakaniwa
Mi mamá es de Puno;Taykajax Pu no markanrikiwa
Mi mamá también es doctora;Mamajax qulliri rakiwa
Mi mamá tiene 49 años ¿y tú mamá?;jumansti ?
Mi mamá tiene 65 años;Mamajax suxta tunka phisqani maraniwa
Mi man o me he roto, y me está doliendo mucho;Amparaja p'akjastha , wal piniw a ususkitu
Mi nomb re es Priscela. ¿Y de ti?;Nayan sutijax priscelawa. Jumansti?
Mi nombre completo es Bernabé Adrián Coaquira Quenta;Phuqhata s utijax Bernabé Adrián Coaquira Quenta
Mi nombre completo es Dana Anahi Iturralde Choque;satawa
Mi nombre completo es Doris Herminia Mollo Calle;N ayan phuqha t sutijax Doris Herminia Mollo Calle
Mi nombre completo es Doris Mollo Calle;Nayan phuqhat sutijax Doris Mollo Calle wa
Mi nombre completo es Maria Luisa Illanes Quispe , ¿y el tuyo hermana ?;Jumansti kullaka ?
Mi nombre completo es María Dionisia Choque Ajata;satawa
Mi nombre completo es Vilma Sánchez Álvarez;kullaka
Mi nombre de mi es Abigail;Nayan sutijax Abigail sata wa
Mi nombre de mi es Ruth. ¿Y de ti?;Nayan sutijax Ruti wa, jumansti ?
Mi nombre es Amalia, ¿y de tí?;Nayan sutijax Amalia , jumansti ?
Mi nombre es Andrea ¿Y tu nombre?;Nayan sutijax Andreawa, sutimasti?
Mi nombre es Angelica Mamani;Nayan sutijax Angelica Mamani
Mi nombre es Antonia;Nayan sutijax Antoniawa
Mi nombre es Carol;Nayax Sutijax Carolawa
Mi nombre es Cecilia;Nayan situjax Cecilia wa
Mi nombre es Clementina;Nayan sutijax Clementinawa
Mi nombre es Daniel;Nayan sutijax Danieluwa
Mi nombre es Eusebio;Nayan sutijax Eusebiowa
Mi nombre es Fabiola ¿y de ti?;Nayan sutijax Fabiolawa, jumansti?
Mi nombre es Giovana;Nayan sutijax Giovanawa
Mi nombre es Grecia;Nayan sutijax Greciawa
Mi nombre es Grover Ramos Escobar;Nayan sutijax G rover Ramos Escobar sata twa
Mi nombre es Helen;Nayax sutijax H elen
Mi nombre es José Luis Mamani ¿y de ti?;Nayana sutijaxa Jose Luis Mamaniwa, jumansti ?
Mi nombre es Lizeth , ¿y tú c ómo te llamas?;Nayax Lizeth satätwa , jumasti kun satatäsa?
Mi nombre es Lizeth Quispe Poma , ¿y tú cómo te llamas?;Nayan sutijax Lizeth Quispe Poma , jumansti ?
Mi nombre es Lourdes;Nayan sutijax Lourdes
Mi nombre es Luis Alberto Mansilla Laura;Nayan suti jax Luis Alberto Mansilla Laura sata twa
Mi nombre es Luz Karina;Nayan sutijax Luz Karinawa
Mi nombre es Maribel. ¿Cuántos años tienes?;Nayan sutijax Maribelawa. Qawqha maranitasa?
Mi nombre es María Alejandra Mamani Corderu;Nayan sutijax María Alejandra Mamani Corderuwa
Mi nombre es María del Carmen. Hermano Raymundo, ¿cuántos años tienes?;qhawqa maranitasa?
Mi nombre es Mery Lucia Flores Huacho;Nayan Sutijax Mery Lucia Flores Huacho
Mi nombre es Mirian, ¿y de ti?;Nayan sutijax Mirian, jumansti ?
Mi nombre es Máximo;Nayan sutijax M áximo
Mi nombre es Natividad Roselin Mamani Choque ¿y de ti?;satatwa, j umansti ?
Mi nombre es Nestor Vilca Mamani.;Nayan sutijaxa Nestor Vilca Mamaniwa
Mi nombre es Pamela Ibañez Velasco;Nayan sutijax Pamela Ibañez Velasco
Mi nombre es Paola;N ayan suti jax Paola
Mi nombre es Raymundo , ¿y el tuyo?;Nayan sutijax Raymundowa, jumamsti ?
Mi nombre es Rogelio ¿Y el tuyo?;Nayan sutijax Rogelio wa. Jumansti?
Mi nombre es Rosa;Nayan sutijax Rosawa
Mi nombre es Roxana, ¿y el tuyo?;Nayan Sutijax R oxana, jumansti ?
Mi nombre es Ruth;Nayan sutijax Ruth
Mi nombre es Ruth, ¿y tú?;Nayan sutijax Ruti wa, jumansti ?
Mi nombre es Sonia, ¿y de vos?;Nayan sutijax Soniawa, jumansti?
Mi nombre es Sulma Mery Mamani Veliz ¿y de vos hermano?;Jumansti jilata?
Mi nombre es Teodora, ¿y de ti cuál es tu nombre?;Nayax Teodora sutinitwa, jumasti kunas sutimaxa?
Mi nombre es Veronica Mamani Mendoza;Nayan sutijax Veronica Mamani Mendozawa
Mi nombre es Verónica;Nayan sutijax Veronica
Mi nombre es Victoria;Nay an sutijax Victoriawa
Mi nombre es Williham;Nayan sutijax Williham satawa
Mi nombre es Yanina Gisella Olarte tarifa;Nayan sutijax Yanina Gisella Olarte Tarifawa
Mi nombre es Yessica;Nayan sutijax Yessicawa
Mi oveja es de color café;Iwijajax ch’umphiwa
Mi oveja se llama Dory;Iwijajax Dory satawa
Mi padrino es de Oruro;Ichutatajax Oruro markatawa.
Mi padrino también es de la ciudad de el A lto ¿y el tuyo ?;Ichutatajax Alto markatarakiwa , jumansti ?
Mi pap á es Felix;Nayan tatajax Felixuwa
Mi pap á es profesor;Naya n tatajax yatichiriwa
Mi pap á es Roberto;Tatajax Robertow a
Mi papa es ingeniero, ¿y de vos?;Tatajax ingenierowa, jumansti ?
Mi papá es de Sucre;T atajax Sucre markatawa
Mi papá es Francisco Figueroa;Tatajax Francisco Figuerowa wa
Mi papá es m édico;Tatajax qulliriwa
Mi papá es médico;Tatajax qulliriwa
Mi papá es Teófilo;Tatajax Teófiluwa
Mi papá quier e queso humacha;Tatajax kisu umacha muni
Mi papá se llama Clemente ¿y de ti?;Tatajan su tipax Clemente satawa, jumansti ?
Mi papá se llama Quintín Poma, el no es de Oruro, el es de Wata. ¿Hermana cuántos años tienes ? ¿Tu abuelo en que mes a muerto?;phaxsin sa jiwi?
Mi papá tiene 3 hermanos;Tatajax kimsa jilaniwa
Mi papá tiene 4 hermanas;Tatajax pusi kull akaniwa
Mi papá tiene 53 años;Tatajax phisqa tunka kimsani maraniwa
Mi papá tiene 54 años ¿y tu papá?;Tatajax Phisqa tunka pusini maraniwa, jumansti ?
Mi papá tiene 6 8 años , ¿y tu mamá cuántos años tiene?;Mamamax qawqha maranitasa ?
Mi papá tiene 60 años. Él es agricultor;Tatajax suxta tunka maranitwa. Jupax yapuchi rwa
Mi papá tiene 70 años;Tatajax Paqallq tunka maraniwa
Mi papá tiene maíz;Tajajax tunquniwa
Mi papá tiene un gato;Tatajax mä phisiniwa
Mi pequeña hija tiene 2 años;Nayan jisk'a wawajax pä maraniwa
Mi pequeño perro es de color café;N ayan jisk ’a anujax chümphi samiwa
Mi perr ito es negro;Anitujax ch'iyarawa
Mi perrito es de color blanco;Nayan anitujax janq'uwa
Mi perro es blanco y negro;Anujax janq’umpi ch’iyarampiwa
Mi perro es de color blanco;Anujax Janq ’u saminiwa
Mi perro es de color negro;Anujax ch ’iyara saminiwa
Mi perro es de color negro. ¿Y tú, tienes perros?;Anujax ch’iyar sanimiwa. Jumasti anunitati?
Mi perro es hembra;Anujax qachuwa
Mi perro está en mi casa;A nujax uta jankaskiwa
Mi pierna derecha me duele;Kupi charaw usutu
Mi profesor es muy buena persona;Yatichirijax wali suma jaqiwa
Mi profesor es muy malo;Yatichirijax wali qhuruwa
Mi pueblo es Vichaya, ¿y tú de dónde eres?;Markajax Vichayawa, jumasti kawk itatasa?
Mi tía es Yuli;Ipalajax Yuliwa
Microbio;laq’ulla
Micrófono;qhasiña
Miedo;axsaraña
Miedoso;axsariri
Miel;misk’i
Mientras;imana
Migrante;sarxiri
Migrar;Sarxaña
Mil;waranqa
Milano;Qillwa
Millón;jachu
Mimado;jan
Mimar;q’ayachaña
mimbre;kuphi
mimbre;mimbri
mina;qhuya
Minera;palliri
Minero;qhuyanchu
Minuto;k’ata
Mira a ese hermano;Uka jila uñtam
Mirador;uñxataña
Mirar;uñch’ukiña
Mirar a todo lado;uñanaqaña
Mirar con un gesto hostil;q’isuña
mirlo;chiwanku
Mis 2 gatitos son de color blanco y negro , también tengo 3 peritos de color negros;ukhamarak i kimsa ch'iyar anitunitwa
Mis animales est án en mi casa;Uywa naka jax utajankiwa
Mis hermanas se llaman Lidia y Verónica;Veronicawa
Mis ojos son Café oscuro , ¿y de vos?;Nayrajax ch’iyar ch’umphiwa, jumansti ?
Mis ojos son de color caf é;Nayrajax ch’ umphi saminiwa
Miserable;qisa
Miserable;maxlla
Miserable;qhisa
Misericordia;wakalli
Mismo;kikipa
Mismo;kikpa
mitad;chikata
Mito de la cabeza que se desprende durante el sueño profundo para ir a deambular y luego volver al cuerpo dormido;qhathi
Miércoles;pachüru
miércoles;warüru
Mocasín;p’ullqu
Mochila;muchila
Mocho;Muthu
Mocho;mut’u
Moco;jurma
Mocoso;jurmarara
Modelar;yamparuña
Modelo;Yamparu
Modelo;yampa
Modernizar;machaqaptayaña
Modo;jamu
Mofa;Sawka
Mofeta;añuthaya
Mofletudo;muxtulu
Moho;Qurwari
Mohoseñada;musiñu
Mojado;ch’arana
Mojar;ch’aranaña
Mojar un poco un objeto o algún cuerpo para humedecerlo;mik’ichaña
Mojarse alguien con lluvia hasta que el líquido llegue a la piel traspasando la ropa;ch’aranjayasiña
Mojinete;qära
Mojón;Qurpa
Molde;tikaya
Moldear;tikayaña
Moler;k’iyaña
Moler;ñut’uchaña
Moler cereales en batán;piqaña
Moler cereales en la “qhuna” o mortero de piedra;qhunaña
Moler la quinua cocida en la olla con el cucharón de madera;k’ak’uña
Molestar;turiyaña
Molido;ñut’u
Molido;qhunata
Molino;qhuna
Molino compuesto por una piedra base y otra pequeña iwijaovejajachà jachsuña;iyaña
Molino de piedra semicóncava y otra más pequeña y redonda para moler ají y otros condimentos;k’iyaña
Mollar;Jasa
Momento;ratu
momento o minuto;k’ata
momia;chullpa
Mondar;muntaña
Mono;k’usillu
mono pequeño;k’usillu
Monografía;Jisk’a yatxata
Monolingüismo;Mä arwayu
Monolingüismo;mä
Montar;lat’xataña
Montaraz;sallqa
montaña;qullu
Monte;Qullu
Montera;qära
Montículo;Jisk’a qullu
Montículo;jisk’a
Montón;Qullu
montón;qutu
Montón de objetos largos uno sobre otro;tawqa
Montón erguido de cereales;challka
Morado;qhuyu
Morado;kulli
Morado;murturiya
morado;anti
Morado;q’uyu
Morder;q’awiña
Morder;achuxaña
Morder;p’ataña
Morderse;achusiña
Mordisco;p’atjata
Moribundo;jiwäncha
morir;jiwaña
Morir;tukusiña
Mortaja;uwitu
Mortal;jiwiri
Mortero;Qhuna
mosca;chhichhillankha
Mosca;pankataya
Mosquito;jañu
Mosquito;chhichhillankha
Mosquito que pica;jaju
mostaza;ñustasa
Mostrar;Uñachayaña
Mostrar;uñachxatayaña
Mote;mut’i
Moteado;Allqa
Mover;unxtayaña
Mover;unuqiña
Mover la boca mascando algo sin triturar;challmuña
Mover las olas en el lago o en el mar;q’aythinkiña
Mover pajas;llujiña
Mover tierra en cantidad al ras del suelo como el tractor;qhuchhuña
Moverse alguna persona o un animal repentinamente con mucha fuerza;wit’xtaña
Moverse los peces u otras especies en cantidades en el mismo lugar;ulluqiña
Movi lidad;K’añasku
Movimiento de cabeza;alinaqaña
Moza;Tawaqu
Mozo;Wayna
Mozo | Garzón;Luqtiri
Moño;suk’uta
Muchacha;Q’axu tawaqu
Muchacha;q’axu
muchacha;imilla
Muchacho;q’axu
Muchacho;Q’axu wayna
Muchacho adolescente;chaxlla
Mucho;Ancha
Mucho;Walja
Mucho (exageración);Wali
Muchos;waljani
Mudez;amüña
mudo;amutu
Mudo;Amu
Mudo;aruwisa
Muebles;apallachi
Muela;aqu
Muerte;jiwa
Muerte;jiwaña
muerto;jiwata
Mugir;qhulthuña
Mugre;Q’añu
Mujer;warmi
Mujer alegre;qhalincha
Mujer autoridad de una comunidad;mama
Mujer autoridad de una comunidad;mallku
Mujer de pollera muy bien vestida;t’uyuki
mujer joven;tawaqu
mujer mayor, señora o madre;warmi
Mujer principal;t’alla
Mujer que llama al viento con la frase “suq suq suq” al momento de aventar los cereales y otros productos de su cáscara;khuyuri
Mujer que lleva la pollera mal asegurada en la cintura;pichjalla
Mujer que vive sola en lugar solitario;sawalla
Mujeriego;q’achilu
Mujeriego;warmirara
mula;mula
Multiplicación;mirayaña
Multiplicar;mirayaña
Multiplicarse;waljaptaña
Multitud;Waljani
Mundo;Uraqi pacha
mundo subterráneo, infierno en el sentido que le da el cristianismo;manqhapacha
Muralla;Pirqa
murciélago;chiñi
Murmullo;jupi
Murmurador;chuchiri
Murmurar;k’ak’iña
Murmurar;sipsiña
Muro;Pirqa
Museo;uñay
Museo;nayrja
Museo;Nayrja uta
Musgo de la piedra;qala
Musitar;Chhipchhiña
muslo;lankhu chara
Muslo;lankhu
Mutilar;muthuqaña
Muy;inawisa
Muy;sinti
Muy adecuado;yäpa
Muy bien;Waliki
Muy bien hermana;Waliki kullaka
Muy bien hermana;Walikipuniw kullaka
Muy bien hermana, a mí me gusta n las llamas blancas, a ver si uno me puedes regalar.;aski, inach mayita waxt´itasma.
Muy bien hermana. Ahora, ¿Sabes los nombres de los dedos en ayma ra?;sutinakapax yattati?
Muy bien hermana. Yo he cocinado;W ali khusaw kullaka. Nayax phaythwa
Muy bien hermano;Waliki jilata
Muy líquido;wari
Muy mojado;lanka
Muy pequeño;jisk’alla
Muy poco;k’atalla
Muy temprano;wallpa
Muy triste;jacha
Muñeca;muñik’a
Muñeca;Ampar muqu
Muñeca de la mano;ampar
Muñeco;Lanlaku
Muñeco o muñeca;lanlaku
Máquina de escribir ;t’iqiqiri
Más;juk’ampi
Más bien;antisa
Más o menos;wallkha
Máscara;kupa
Máscara;kastu
Máscara;suqhu
Mástil;k’astu
Médico;qulla
Médico;Qulla kamani
Médico;Qulliri
médico o curandero herbolario ambulante;kallawaya
Médula;parpa
Método;Jamu thakhi
Mío;nayankiri
Músculo de la nuca de los toros u otros animales;khiru
Música;ayma
Música y canto alegre con que se acompaña a la segunda fase para terminar el baile;wayñu
Nabo;qanawa
Nabo acuático gelatinoso comestible;yuyu
nacer;yuriña
Nación;Marka
Nada;ni
Nada;waxra
Nada;ch’usaki
Nadar;tuyuña
Nadar sobre el agua moviendo las extremidades del cuerpo;tawalliña
Nadie;ni
Nadie;Ni khiti
Nalga;Ch’ina
Nalgas;ch’ina
naranja;laranja
Naranja;Wantura
Naranja;larankha
Narigón;Jach’a nasani
Narigón;jach’a
Nariz;nasa
Narrar;Atamiña
Nata;thayt’a
Nata;uruñi
Naturaleza;jakawi
Naturaleza;Jakawi pacha
naturaleza, espacio, tiempo, la tierra que da vida;pacha
Navegar;wampuña
navegar en balsa de totora;yampuña
Neblina;Urpu
Necesario;qani
Necesitar;Munaña
Necio;Ipi
Negar;janiw
Negar;janichaña
Negar;Janiw saña
Negociar;alakipaña
negro;ch’iyara
Negros , mezcla dos, blancos , plomos esos colores tienen;saminakaniwa
Nene;Wawa
Nervio;Anku
nervio o tendón;anku
Nevada;khunu
nevado de la cordillera occidental, de la que es principal “achachila”;sajama
Nevar;khunuña
Nevar con viento fuerte y en copos;aqarapiña
Nevisca;aqarapi
Nexo;waythapi
Ni una sola persona;ni
nido;tapa
niebla;urpu
nieto;allchhi
nieve;khunu
Nigua;sut’i
Ningún;ni
Ningún,;Ni mä
Nivel;Patawja
Nivelar;Khuskhachaña
niña o jovencita (afectuoso);lulu
Niñez;wawäña
Niño;wawa
niño (hasta diez años);lala
Niño o niña de 5 a 7 años;t’ixña
Niño o niña pequeño;yaya
Niño o niña que aún no tiene razón;muchhu
Niño o niña que nace por los pies;kayulla
Niño que no tiene discreción o reserva;japa
No;janiwa
No;Jan
No;Jani
No;ja’a
No comas;Jan manq’amti
No digas hermana, ¿ese hombre qui én es?;Jan samti kullaka , khä tatax khitisa?
No en sentido imperativo;jani
No es mi herma no;Janiw jilajakiti
No es nada;Janiw kuna kisa
No estoy bien;Janiw walikti
No estoy bien , me duele mi estómago hermana;Janiw walikti, puraka jaw usutu kullaka
No estoy bien hermano/hermana;Janiw walikti/walixti jilata /kullaka
No está bien eso , tienes que ir al doctor a hacerte curar;Janiw walikiti uka xa, qullirir sarañamawa qullayasiri
No hay movilidad para ir;Janiw k’añaskux utjkiti sarañataki
No herman a, no tengo plata;Janiw kullaka, jniw qulqinikti
No hermana , yo voy a la Iglesia;Janiw kullaka, nayax tatituruw sart ha
No me digas ¿Dónde le ha mordido?;Jan samti, kawkhats p’atsutayna
No me duele mucho;Janiw sint uskituti
No me duele mucho Marianela.;Janiw sint uskituti Marianela
No me duele nada;Janiw kunas uskituti
No me duele nada, ¿y a ti hermana ?;Janiw kunas uskituti, juma rusti kullaka?
No puedo bailar, tengo duelo;Janiw thuqhkiristi, llakinitwa
No quiero ir, porque yo estaba estudiando;Janiw sarañ munkti, kunat ix naya x yatiqaskaya thwa
No sé;Janiw yatkti
No sé;Janiw ya tkti
No tambié n hermana , me duele mi estomago ¿qué puedo tomar ?;Janirakiw kullaka, puraka w usutu , kuns um antiris tha
No te preocupes , va estar bien;Jan llakisimti, walikiskaniwa
No te vas a hacer ganar, rápido vas a agarrar;Janiw atipayasitati, mäkiw katthapïta
No tengas pena, se recuperará pronto es joven;Jan llakisimti, jank’akiw waliptani wa ynaskiwa
No tengo;Janiw utjkituti
No tengo , hermana;Janiw utjkituti kullaka
No tengo animales, ¿De qué color es tu perro?;Nayax janiw uywani kti, Anumax kuna saminisa?
No tengo auto, yo tengo animales, un caballo, 6 gallinas y 3 gatos;suxta wallpampi, khimsa p himsimpi
No tengo esposo. ¿Y tú?;Janiw chachanikti. Jumasti?
No tengo gatos . ¿Y tú hermana , cuántos gatos tienes?;Janiw phisinikti, jumasti kullaka qawqha phisinitasa?
No tengo hambre;Janiw manq’at utjkituti/awtjkituti
